gene,disease,pubmed_id,year
IL1RN,alzheimers disease,15201366,2004
APOE,alzheimers disease,15073531,2004
ICAM1,alzheimers disease,12498973,2003
APOE,alzheimers disease,10961667,2000
APOE,alzheimers disease,15277615,2004
GAPDHS,alzheimers disease,15507493,2004
IDE,alzheimers disease,15024728,2004
APOE,alzheimers disease,14986436,2003
HHEX,alzheimers disease,15024728,2004
HHEX,alzheimers disease,14517947,2003
APOE,alzheimers disease,7755355,1995
APOE,alzheimers disease,8710077,1996
APOE,alzheimers disease,15944651,2005
A2M,alzheimers disease,15023809,2004
APOE,alzheimers disease,9222170,1997
APOC1,alzheimers disease,11825674,2002
CDC2,alzheimers disease,16192727,2005
A2M,alzheimers disease,15931081,2005
CTSD,alzheimers disease,11304834,2001
AHSG,alzheimers disease,16002217,2005
GSTO2,alzheimers disease,14570706,2003
GSTO1,alzheimers disease,14570706,2003
IL1B,alzheimers disease and vascular dementia,16226351,0
HMGCR,alzheimers disease cognitive function,17284348,2007
NP,alzheimers disease cognitive function,17221831,2007
IGF1R,alzheimers disease dementia,16983186,2006
MMP1,alzheimers disease dementia vascular,17077200,2006
MMP9,alzheimers disease dementia vascular,17077200,2006
MMP3,alzheimers disease dementia vascular,17077200,2006
TFCP2,alzheimers disease depressive disorder major,16710089,2006
TFAM,alzheimers disease parkinsons disease,17537576,2007
PON1,alzheimers disease/coronary artery disease,12618290,2003
BMP15,amenorrhea premature ovarian failure,16508750,2006
CYP2C19,amitriptyline metabolism,12172336,2002
CYP3A5,amlodipine pharmacokinetics,17178265,2006
ABCB1,amlodipine pharmacokinetics,16869811,2006
SLC6A2,amphetamine response,17239355,2007
TTR,amyloid cardiomyopathy,1570831,1992
TTR,amyloid polyneuropathy,11870693,2002
NLRP3,amyloidosis,15071491,2004
TNFRSF1A,amyloidosis,15071491,2004
SAA1,amyloidosis,14696796,2003
SAA1,amyloidosis,12762135,2003
MEFV,amyloidosis,15071491,2004
MEFV,amyloidosis,12105243,2002
MEFV,amyloidosis,11175300,2001
TLR2,amyloidosis familial mediterranean fever,17013994,2006
TTR,amyloidotic vitreous opacities asparagine for isoleucine at position 84,1350083,1992
SOD1,amyotrophic lateral sclerosis cause novel protein interactions,8988176,1997
PTGS2,analgesic response,16678543,2006
HLA-A,anca positive patients,15848045,2005
SRD5A2,androgen,12815006,2003
KLK3,androgen deprivation therapy response prostate specific antigen,17094454,2006
AR,androgen insensitivity syndrome,14974091,2004
AR,androgen insensitivity syndrome,8096390,1993
AR,androgen levels,11397855,2001
AR,androgen levels,11397855,2001
TERF2,anemia aplastic,16647572,2006
TERC,anemia aplastic,12090986,2002
TERF1,anemia aplastic,16647572,2006
ACE,anemia c-reactive protein,16538877,2006
CYP1A1,anemia iron deficiency,12934333,2003
CYP2C19,anesthesia effects diazepam pharmacokinetics,16338280,2005
SERPINE1,aneurysm abdominal aortic,12027469,2002
HMOX1,aneurysm abdominal aortic,12182912,2002
PLA2G7,aneurysm abdominal aortic,11807372,2002
TNFRSF13B,aneurysm intracranial,16618819,2006
APOE,aneurysmal subarachnoid hemorrhage,11340230,2001
TPH1,anger-related traits,12399958,2002
TPH1,anger-related traits,12399958,2002
FGB,angina,15346842,2004
TAF1,angina,12876631,2003
FGA,angina,15346842,2004
GP1BA,angina,15346842,2004
CPB2,angina,12624641,2003
NOS3,angina unstable,17401490,2007
NOS3,angina vasospastic,15778808,2005
NOS3,angina vasospastic,16565556,2006
KL,angina vasospastic atherosclerosis coronary,16579981,2006
XPNPEP2,angioedema,16175507,2005
IFNG,angiomyolipomas renal,12192641,2002
ACE,angiotensin-converting enzyme genotype,10080429,1999
ACE,angiotensin-converting enzyme inhibitor-related cough,11699055,2001
ACE,angiotensin-converting enzyme inhibitors,10335726,1999
AGT,angiotensinogen concentrations,10826557,2000
PDCD1,ankylosing spondylitis,17064404,2006
IL1RN,ankylosing spondylitis,11752505,2001
MICA,ankylosing spondylitis,17523949,2007
IL1R1,ankylosing spondylitis,11752505,2001
IL1RN,ankylosing spondylitis,16361275,2006
HLA-B,ankylosing spondylitis,12746911,2003
IL1F10,ankylosing spondylitis,16361275,2006
TNF,ankylosing spondylitis,15730950,2005
IL1RN,ankylosing spondylitis,17459217,2007
HLA-B,ankylosing spondylitis,11402452,2001
HLA-B,ankylosing spondylitis independent of hla-b27,10332976,1999
RAS,anomalous connection of pancreatobiliary ducts,9356872,1997
BDNF,anorexia nervosa,17435670,2007
KCNN3,anorexia nervosa,11803450,2002
UCP2/UCP3,anorexia nervosa,10089012,1999
AGRP,anorexia nervosa,11326303,2001
COMT,anorexia nervosa,11317231,2001
KCNN3,anorexia nervosa,15389773,2004
SLC6A2,anorexia nervosa,12140790,2002
AGRP,anorexia nervosa,11326303,2001
SLC6A4,anorexia nervosa,11244478,2001
SLC6A4,anorexia nervosa,15211642,2004
SLC6A4,anorexia nervosa and food intake,11244478,2001
CLOCK,anorexia nervosa bulimia,17516548,2007
RETN,anorexia nervosa obesity,16921786,2006
DRD2,anovulation and fecundity,7962432,1994
ADRA2B,ans function,12629104,2003
AGTR1,anthropometric and metabolic traits relative to cardiovascular risk,15863668,2005
PTPN1,anthropometric parameters diabetes type 2 insulin,17560463,2007
APOE,anti-atherogenic lipoprotein profile,10969104,2000
PADI4,anti-cyclic citrullinated peptide antibodies rheumatoid arthritis,17469103,2007
IL18,anti-gad65 antibody,16433722,2006
ITGB2,anti-myeloperoxidase subtypes of anca-associated systemic vasculitides,10607485,2000
TRIM21,anti-ro 52-kd autoantibodies,11263778,2001
APOE,anticholinergic challenge-induced memory impairment,14735126,2004
VKORC1,anticoagulant complications,15358623,2004
CYP2C9,anticoagulant complications,15061384,2004
CYP2C9,anticoagulant complications,15536456,2004
CYP2C9,anticoagulant complications,12414349,2002
CYP2C9,anticoagulant complications,12728288,2003
CYP2C9,anticoagulant complications,15145963,2004
CYP2C9,anticoagulant complications,12496751,2002
CALU,anticoagulant response of acenocoumarol,17596133,2007
HTR2A,antidepressant medication intolerance.,14514498,2003
ABCB1,antiemetic response,16338277,2005
ADRB1,antihypertensive response to metoprolol.,12844134,2003
USF1,antilipolytic insulin sensitivity,17016691,2006
AGER,antioxidant status,11586486,2001
HLA-DMA,antiphospholipid syndrome,15547089,2004
F2,antiphospholipid syndrome,11454529,2001
FCGR2A,antiphospholipid syndrome,12847687,2003
SELPLG,antiphospholipid syndrome thrombosis,17545190,2007
ACE,antiproteinuric effect of angiotensin i-converting enzyme inhibitors,8749698,1995
HTR2C,antipsychotic agent-induced weight gain,12425817,2002
KCNQ1,antisense paternal transcript and loss of imprinting,10393948,1999
DRD2,antisocial behavior conduct disorder,17587443,2007
DRD4,antisocial behavior conduct disorder,17587443,2007
MAOA,antisocial personality disorder,17429405,2007
MME,anxiety,10994648,2000
SLC6A4,anxiety and hostility and depression,12605095,2003
PLXNA2,anxiety depression neuroticism psychological distress,17339520,2007
SLC6A4,anxiety disorder,15862212,2005
SLC6A4,anxiety disorder,16525856,2006
TFAP2B,anxiety disorder,14673213,2003
ADORA2A,anxiety disorder,12825092,2003
MAOA,anxiety disorder,15450911,2004
ADORA1,anxiety disorder,12825092,2003
SLC6A4,anxiety disorder migraine,17113652,2006
DBI,anxiety disorder panic disorder,16904689,2006
SLC6A4,anxiety disorders,9858044,1998
SLC6A4,anxiety symptoms,9225267,1997
SLC6A4,anxiety traits,9929970,1999
SLC6A4,anxiety-related temperament and behavior problems,11032389,2000
SLC6A4,anxiety-related traits,8929413,1996
SLC6A4,anxiety-related traits,11449399,2001
SLC6A4,anxiety-related traits,10023516,1999
ACE,aortic atherosclerosis in diabetes mellitus,8781765,1996
MMP9,aortic dissection,16780738,2006
VKORC1,aortic dissection atherosclerosis coronary stroke,16549638,2006
MMP3,aortic stenosis,12750310,2003
FBN1,aortic stiffness and disease severity,11854120,2002
HLA-DRB1,aortoarteritis,12358152,2002
TERT,aplastic anaemia,12090986,2002
IFNG,aplastic anemia acquired,15327519,2004
CYP2E1,aplastic anemia acquired,14681495,2003
APOA2,apo a-ii gene polymorphism,7678506,1993
APOA5,apoa5 diabetes type 2 triglycerides,16917759,2006
MTTP,apob-48,11834530,2002
APOA1,apolipoprotein a-i levels,10215547,1999
APOB,apolipoprotein b gene polymorphism,10322811,1998
APOC2,apolipoprotein c3 haplotype specified by the ssti polymorphism,9792993,1998
APOE,apolipoprotein e mutation [apolipoprotein e (delta149 leu)],11095479,2000
APOA,apolipoprotein[a] null allele,9684734,1998
HEXA,apparent beta-hexosaminidase a pseudodeficiency,7902672,1993
IL6,appendicitis,15273551,2004
ACE,ards,12204859,2002
CMA1,ards mortality,11893690,2002
A2M,argyrophilic grain disease,12175343,2002
CYP19A1,aromatase excess syndrome,9543166,1998
EDN1,arrhythmia cardiac,15838369,2004
GSTT1,arsenic metabolism,17450230,2007
AS3MT,arsenic metabolism,17450230,2007
MTHFR,arsenic metabolism,17450230,2007
MTR,arsenic metabolism,17450230,2007
GSTM1,arsenic metabolism,17450230,2007
GSTP1,arsenic toxicity,17284320,2007
GSTT1,arsenic toxicity,17284320,2007
NOS3,arterial disease,17327342,2007
ADD1,arterial stiffness,15834281,2005
MMP9,arterial stiffness,16709939,2006
NOS3,arterial stiffness,15233973,2004
GNB3,arterial wall changes,12566975,2002
APOE,arterial wall thickness,10779094,2000
ACVRL1,arteriovenous dysplasias brain hemorrhage,16776339,2006
ENG,arteriovenous dysplasias brain hemorrhage,16776339,2006
HMOX1,arteriovenous fistulas,16374439,2006
MMP3,arthritis,12124858,2002
FCGR2A,arthritis,12486608,2002
PARP1,arthritis,12632415,2003
CYP1A1,arthritis,12590982,2003
FCGR3A,arthritis,12649399,2003
IL1A,arthritis,12115161,2002
ICAM1,arthritis,11072593,2000
IL10,arthritis,12618859,2003
MIF,arthritis juvenile,11508429,2001
CALCR,arthritis juvenile,12375338,2002
VDR,arthritis juvenile,12375338,2002
IFNGR1,arthritis lupus erythematosus,17618444,2007
IFNGR2,arthritis lupus erythematosus,17618444,2007
FCGR2A,arthritis lymphopenia nephritis lupus,17596285,2007
FCGR3A,arthritis lymphopenia nephritis lupus,17596285,2007
FCGR3B,arthritis lymphopenia nephritis lupus,17596285,2007
IL1RN,arthritis lymphopenia nephritis lupus,17596285,2007
CRP,arthritis lymphopenia nephritis lupus,17596285,2007
NFKB1,arthritis psoriatic,16142871,2005
FCGR2A,arthritis rheumatoid,12064825,2002
HLA-DRB1,arthritis rheumatoid,11454644,2001
HLA-DQA1,arthritis rheumatoid,11454644,2001
HLA-DRB1,arthritis rheumatoid,11824952,2002
CTLA4,arthritis rheumatoid,11886967,2002
RAGE,arthritis rheumatoid,12070776,2002
CTLA4,arthritis rheumatoid,11916172,2002
ATP7B,arylsulfatase a pseudodeficiency,10406672,1999
NAT2,asbestos-associated pulmonary disorders,8961976,1996
GSTM1,asbestos-associated pulmonary disorders,8961976,1996
EPHX1,asbestosis or pleural plaques,17159790,2006
GSTP1,asbestosis or pleural plaques,17159790,2006
DISC1,asperger syndrome,17579608,2007
TLR6,aspergillosis,16461792,2005
TLR1,aspergillosis,16461792,2005
ITGB3,aspirin resistance,13678940,2003
LTC4S,aspirin-induced asthma,9393345,2000
IRF1,asthma,16961714,2006
ADAM33,asthma,16839403,2006
CYP2J2,asthma,17475630,2007
LTA,asthma,9645594,1998
NOS2A,asthma,16928712,2006
TBX21,asthma,15806396,2005
MYLK,asthma,17266121,2007
TBX21,asthma,16179640,2005
IL4,asthma,17303923,2007
ADAM33,asthma,17545039,2007
TIMD4,asthma,17407086,2007
TBXA2R,asthma,12000493,2002
PTGDR,asthma,16629782,2006
MMP9,asthma,16061701,2005
CYSLTR1,asthma,16630147,2006
TBXA2R,asthma,12000493,2002
RNASE3,asthma,17362255,2007
NAT1,asthma,11927838,2002
NOS2A,asthma,17189532,2007
TBXA2R,asthma,15898979,2005
STAT4,asthma,17532201,2007
TBXA2R,asthma,15805995,2005
IL4,asthma,16931887,2006
SCGB3A2,asthma,11813133,2002
PDGFRA,asthma,16804324,2006
SCGB1A1,asthma,15549500,2004
IFNG,asthma,17532201,2007
HLA-DRB1,asthma,11069565,2000
IL4R,asthma,16613701,2006
SCGB1A1,asthma,14669228,2003
CD14,asthma,17196641,2006
HLA,asthma,7334219,1981
MMP9,asthma,16631427,2006
STAT4,asthma,15744455,2005
RUNX1,asthma,17079875,2006
PTGDR,asthma,15496624,2004
IFNG,asthma,16961714,2006
HLA-DRB1,asthma,12169181,2002
PTGDR,asthma,17538632,2007
DQ1B,asthma,8777952,1996
IL4R,asthma,17586032,2007
SCGB1A1,asthma,11193766,2000
IL17F,asthma,16630936,2006
PAFAH,asthma,10733466,2000
CYSLTR2,asthma,17460547,2007
SCGB1A1,asthma,11193766,2000
IL13,asthma,17006604,2006
STAT3,asthma,15935090,2005
CHRM1,asthma,16931638,2006
SCGB1A1,asthma,10619808,2000
TNF,asthma,17196641,2006
NAT2,asthma,11927838,2002
IL9,asthma,16611254,2006
SCGB1A1,asthma,11193766,2000
KDR,asthma,16630933,2006
HLA-DRB1,asthma,12878360,2003
IL13,asthma,17303923,2007
SCGB1A1,asthma,11193766,2000
IL16,asthma,17303923,2007
SCGB1A1,asthma,9643286,1998
IL15,asthma,16629787,2006
ADAM33,asthma,16773130,2006
IL13,asthma,17561245,2007
ADAM33,asthma,16650044,2006
IL13RA1,asthma,17006604,2006
CCL11,asthma,16461130,2006
EGFR,asthma,17092854,2006
SCGB1A1,asthma,12644283,2003
HAVCR1,asthma,15867855,2005
NOS3,asthma,11030378,2000
IFNG,asthma,11240951,2001
IL12B,asthma,11813133,2002
CCR5,asthma,10520641,1999
HLA,asthma,12197571,2002
CCR5,asthma,12612298,2003
FCGR1B,asthma,11802953,2001
GSTT1,asthma,11927838,2002
MUC7,asthma,11378823,2001
CCR5,asthma,12437612,2002
MUC7,asthma,11378823,2001
GPR44,asthma,15345705,2004
PGDS,asthma,12002745,2002
CYP1A1,asthma,12018173,0
TNF,asthma,11258696,2001
CCR5,asthma,10520641,1999
HLA-DRB1,asthma,11868921,2002
IL16,asthma,16387589,2006
LTC4S,asthma,12360108,2002
IFNG,asthma,12209087,2002
LTC4S,asthma,9393345,1997
IRF1,asthma,11240951,2001
ALOX5,asthma,17460547,2007
CCR3,asthma,11307756,2001
PHF11,asthma,12754510,2003
CCR3,asthma,11307756,2001
TLR10,asthma,15201134,2004
IL10,asthma,9672280,1998
NOS1,asthma,11112111,2000
CCR3,asthma,11307756,2001
NOS1,asthma,10833424,2000
HLA-DQB1,asthma,11802952,2001
NOS1,asthma,10833424,2000
IL10,asthma,9672280,1998
TAP1,asthma,12640628,2003
BDKRB2,asthma,11517947,2001
NOS1,asthma,10673365,2000
IFNG,asthma,11240951,2001
TLR2,asthma,15007351,2004
CCR3,asthma,11307756,2001
NOS1,asthma,10673365,2000
DAP3,asthma,15179560,2004
TNF,asthma,12091169,2002
C3,asthma,4029967,1985
TNF,asthma,11896460,2002
EDN1,asthma,11668616,2001
MT-CO2,asthma,15316498,2004
CCR3,asthma,11307756,2001
TLR4,asthma,15356557,2004
GSTM1,asthma,11927838,2002
TNF,asthma,9645594,1998
C3,asthma,16355111,2005
TNF,asthma,9645594,1998
DEFB1,asthma,15696078,2005
TNF,asthma,9645594,1998
ALOX5,asthma,14749922,2004
TNF,asthma,11896460,2002
ADRB2,asthma,11836685,2002
AOAH,asthma,16815140,2006
CMA1,asthma,15924217,2005
GSTM3,asthma,11927838,2002
IL10,asthma,12534553,2003
AICDA,asthma,12973929,2003
ADRB2,asthma,10934093,2000
AICDA,asthma,15182647,2003
CD14,asthma,15356557,2004
ALOX5AP,asthma,15876305,2005
IL4R,asthma,12973929,2003
ADAM33,asthma,14564349,2003
ADAM33,asthma,15196271,2004
CD14,asthma,15378299,2004
ADAM33,asthma,15144468,2004
ADAM33,asthma,14720258,2004
IL4R,asthma,12133990,2002
HLA-DQB1,asthma,12890388,2003
IL1RA,asthma,11027520,2000
CXCR3,asthma,16043121,2005
IL1RA,asthma,11027520,2000
IL18,asthma,15932380,2005
ADAM33,asthma,14720258,2004
ADRB2,asthma,12204887,2002
ADRB2,asthma,11778498,2000
ADAM33,asthma,14564349,2003
GSTP1,asthma,11927838,2002
EDN1,asthma,11668616,2001
ADRB2,asthma,12905693,2002
IL12B,asthma,12241719,2002
IL4R,asthma,9620765,1998
CCL5,asthma,15715189,2005
IL12B,asthma,15322986,2004
ADRB2,asthma,14981808,2004
IL12B,asthma,16210052,2005
CCL5,asthma,12204866,2002
IL13,asthma,10699178,2000
IL13,asthma,12063528,2002
HLA-DQB1,asthma,12878360,2003
GATA3,asthma,15637551,2005
IL13,asthma,10699178,2000
IL13,asthma,10699178,2000
CCL5,asthma,12204866,2002
IL4,asthma,10806171,2000
ABO,asthma,16008680,2005
IL13,asthma,11197307,1999
BAT1,asthma,15969671,2005
IL4R,asthma,10677312,2000
IL13,asthma,11197307,1999
HNMT,asthma,10803682,2000
CCL2,asthma,11544456,2001
CRHR1,asthma,15128701,2004
CTLA4,asthma,11447385,2001
IL4R,asthma,9620765,1999
CCL11,asthma,11742272,2001
BDKRB2,asthma,11517947,2001
CTLA4,asthma,11447385,2001
IL4,asthma,14610476,2003
IL1B,asthma,11898000,2002
CTLA4,asthma,12114354,2002
IL4R,asthma,9620765,1999
CLCA1,asthma,15318163,2004
IL13,asthma,15315330,2004
HLA-DQA1,asthma,12890388,2003
HNMT,asthma,10803682,2000
HLA-DQB1,asthma,12890388,2003
HLA-DQA1,asthma,11802952,2001
HLA-DQA1,asthma,12890388,2003
IL12B,asthma (childhood),12241719,2002
CHRM3,asthma and atopy,12642833,2003
IL4,asthma and ige in childhood,14610476,2003
MS4A2,asthma aspirin-induced,16839402,2006
LTC4S,asthma aspirin-induced,16340173,2006
ADAM33,asthma aspirin-intolerant,17061022,2006
TNF,asthma aspirin-intolerant,17014432,2006
HLA-DPB1,asthma aspirin-intolerant,17014432,2006
PTGER4,asthma asthma aspirin-intolerant,17496729,2007
PTGER3,asthma asthma aspirin-intolerant,17496729,2007
PTGIR,asthma asthma aspirin-intolerant,17496729,2007
PTGER2,asthma asthma aspirin-intolerant,17496729,2007
TBXA2R,asthma asthma aspirin-intolerant,17496729,2007
CX3CL1,asthma atopy,17505143,2007
NOS2A,asthma atopy,17177683,2006
CD86,asthma atopy,17513529,2007
IL18,asthma atopy,16433859,2006
CYSLTR1,asthma atopy,17558309,2007
DEFB1,asthma atopy,16435024,2006
IL5,asthma atopy,17362254,2007
LELP1,asthma atopy ige,17387579,2007
IL13,asthma bronchodilator response ige lung function,17303794,2007
IL4R,asthma bronchodilator response ige lung function,17303794,2007
CYSLTR1,asthma dermatitis and eczema,16846449,2006
SERPINE1,asthma dust mite-sensitive,16409202,2006
FLG,asthma eczema,17531295,2007
FLG,asthma eczema,16550169,2006
C5orf20,asthma ige,17460725,2007
SPP1,asthma ige,16433860,2006
MYLK,asthma ige,17472811,2007
NOS1,asthma ige,17536218,2007
CD40,asthma ige,17255560,2007
LTC4S,asthma ige,17291864,2007
IL13,asthma ige levels,16461126,2006
IL4,asthma ige levels,16461126,2006
ITGB3,asthma ige wheezing,17556058,2007
IL1B,asthma in men,11898000,2002
IL8,asthma respiratory syncytial virus,16503988,2006
SFTPC,asthma respiratory syncytial virus,17121584,2006
PTPN22,asthma rheumatoid arthritis,17579671,2007
IL4,asthma severity,10529588,1999
TGFB1,asthma severity,11810274,2001
IL4,asthma severity,10529588,1999
TGFB1,asthma severity,11810274,2001
ADRB2,asthma severity,10931116,2000
ADRB2,asthma severity,10931116,2000
ADRB2,asthma smokers,11371409,2001
ADRB2,asthma smokers,11371409,2001
IL18,asthma.,12911784,2003
CCL2,asthma. asthma severity,11544456,2001
CCL2,asthma. asthma severity,11544456,2001
PAFAH,asthma. atopy,10733466,2000
IL4,asthma. atopy,8590350,1995
IL4,asthma. atopy,8590350,1995
RANTES,asthma. atopy. atopic dermatitis,10640782,2000
PAFAH,asthma. atopy. spige.,10733466,2000
SERPINA3,asthma. bhr. total ige. spt,11295654,2001
SERPINA3,asthma. bhr. total ige. spt,11295654,2001
IL4,asthma. fev(1),10471619,1999
IL4,asthma. fev1,10471619,1999
IL4,asthma. fev1,10471619,1999
